Daily Loan Principal & Interest Calculation Spreadsheet,,,,,,,,,,,,,,
BMB_Loan_Payment_1st_Payment_07_12_17.xls,,,,,13-Nov-2025,,,,,,,,,
Beginning Balance:,,$0.00 ,,,APR:,8.00%,Daily:,0.021918%,,,,,,
Beginning day of Loan,,26-Jan-2015,,,Maturity:,60 mos =,5 years,,,,,,,
First payment date,,,,,Payment:,$0.00 ,,,,,,,,
,,,,,System digit truncation:,,8 digits,,,,,,,
"Required inputs in the table are the amounts of fees and payments, input on the days they were charged or paid.  ",,,,,,,,,,,,,,
Date,Beginning Balance,Fees Chgd,Interest Rate,Interest Accrued each Day,Cumulative Interest Accrued,Payment,Fees Paid,Interest Paid,Principal Paid,Remaining Balance,Balance + Interest Due,Total Interest Paid,,
8-Sep-2015,"176,400.00",,8.00%,38.66,"4,573.94",,,0.00,0.00,"176,400.00","180,973.94",0.00,,
9-Sep-2015,"176,400.00",,8.00%,38.66,"4,612.60",,,0.00,0.00,"176,400.00","181,012.60",0.00,,
10-Sep-2015,"183,900.00",,8.00%,40.31,"4,652.91",,,0.00,0.00,"183,900.00","188,552.91",0.00,,
11-Sep-2015,"183,900.00",,8.00%,40.31,"4,693.22",,,0.00,0.00,"183,900.00","188,593.22",0.00,,
12-Sep-2015,"183,900.00",,8.00%,40.31,"4,733.52",,,0.00,0.00,"183,900.00","188,633.52",0.00,,
13-Sep-2015,"183,900.00",,8.00%,40.31,"4,773.83",,,0.00,0.00,"183,900.00","188,673.83",0.00,,
14-Sep-2015,"183,900.00",,8.00%,40.31,"4,814.14",,,0.00,0.00,"183,900.00","188,714.14",0.00,,
15-Sep-2015,"183,900.00",,8.00%,40.31,"4,854.44",,,0.00,0.00,"183,900.00","188,754.44",0.00,,
16-Sep-2015,"183,900.00",,8.00%,40.31,"4,894.75",,,0.00,0.00,"183,900.00","188,794.75",0.00,,
17-Sep-2015,"183,900.00",,8.00%,40.31,"4,935.06",,,0.00,0.00,"183,900.00","188,835.06",0.00,,
18-Sep-2015,"205,900.00",,8.00%,45.13,"4,980.19",,,0.00,0.00,"205,900.00","210,880.19",0.00,,
19-Sep-2015,"205,900.00",,8.00%,45.13,"5,025.32",,,0.00,0.00,"205,900.00","210,925.32",0.00,,
20-Sep-2015,"205,900.00",,8.00%,45.13,"5,070.44",,,0.00,0.00,"205,900.00","210,970.44",0.00,,
21-Sep-2015,"205,900.00",,8.00%,45.13,"5,115.57",,,0.00,0.00,"205,900.00","211,015.57",0.00,,
22-Sep-2015,"205,900.00",,8.00%,45.13,"5,160.70",,,0.00,0.00,"205,900.00","211,060.70",0.00,,
23-Sep-2015,"205,900.00",,8.00%,45.13,"5,205.83",,,0.00,0.00,"205,900.00","211,105.83",0.00,,
24-Sep-2015,"205,900.00",,8.00%,45.13,"5,250.96",,,0.00,0.00,"205,900.00","211,150.96",0.00,,
25-Sep-2015,"205,900.00",,8.00%,45.13,"5,296.09",,,0.00,0.00,"205,900.00","211,196.09",0.00,,
26-Sep-2015,"205,900.00",,8.00%,45.13,"5,341.22",,,0.00,0.00,"205,900.00","211,241.22",0.00,,
27-Sep-2015,"205,900.00",,8.00%,45.13,"5,386.35",,,0.00,0.00,"205,900.00","211,286.35",0.00,,
28-Sep-2015,"205,900.00",,8.00%,45.13,"5,431.47",,,0.00,0.00,"205,900.00","211,331.47",0.00,,
29-Sep-2015,"205,900.00",,8.00%,45.13,"5,476.60",,,0.00,0.00,"205,900.00","211,376.60",0.00,,
30-Sep-2015,"205,900.00",,8.00%,45.13,"5,521.73",,,0.00,0.00,"205,900.00","211,421.73",0.00,,
1-Oct-2015,"205,900.00",,8.00%,45.13,"5,566.86",,,0.00,0.00,"205,900.00","211,466.86",0.00,,
2-Oct-2015,"205,900.00",,8.00%,45.13,"5,611.99",,,0.00,0.00,"205,900.00","211,511.99",0.00,,
3-Oct-2015,"205,900.00",,8.00%,45.13,"5,657.12",,,0.00,0.00,"205,900.00","211,557.12",0.00,,
4-Oct-2015,"205,900.00",,8.00%,45.13,"5,702.25",,,0.00,0.00,"205,900.00","211,602.25",0.00,,
5-Oct-2015,"205,900.00",,8.00%,45.13,"5,747.38",,,0.00,0.00,"205,900.00","211,647.38",0.00,,
6-Oct-2015,"205,900.00",,8.00%,45.13,"5,792.50",,,0.00,0.00,"205,900.00","211,692.50",0.00,,
7-Oct-2015,"205,900.00",,8.00%,45.13,"5,837.63",,,0.00,0.00,"205,900.00","211,737.63",0.00,,
8-Oct-2015,"205,900.00",,8.00%,45.13,"5,882.76",,,0.00,0.00,"205,900.00","211,782.76",0.00,,
9-Oct-2015,"205,900.00",,8.00%,45.13,"5,927.89",,,0.00,0.00,"205,900.00","211,827.89",0.00,,
10-Oct-2015,"205,900.00",,8.00%,45.13,"5,973.02",,,0.00,0.00,"205,900.00","211,873.02",0.00,,
11-Oct-2015,"205,900.00",,8.00%,45.13,"6,018.15",,,0.00,0.00,"205,900.00","211,918.15",0.00,,
12-Oct-2015,"205,900.00",,8.00%,45.13,"6,063.28",,,0.00,0.00,"205,900.00","211,963.28",0.00,,
13-Oct-2015,"205,900.00",,8.00%,45.13,"6,108.41",,,0.00,0.00,"205,900.00","212,008.41",0.00,,
14-Oct-2015,"205,900.00",,8.00%,45.13,"6,153.53",,,0.00,0.00,"205,900.00","212,053.53",0.00,,
15-Oct-2015,"205,900.00",,8.00%,45.13,"6,198.66",,,0.00,0.00,"205,900.00","212,098.66",0.00,,
16-Oct-2015,"205,900.00",,8.00%,45.13,"6,243.79",,,0.00,0.00,"205,900.00","212,143.79",0.00,,
17-Oct-2015,"205,900.00",,8.00%,45.13,"6,288.92",,,0.00,0.00,"205,900.00","212,188.92",0.00,,
18-Oct-2015,"205,900.00",,8.00%,45.13,"6,334.05",,,0.00,0.00,"205,900.00","212,234.05",0.00,,
19-Oct-2015,"205,900.00",,8.00%,45.13,"6,379.18",,,0.00,0.00,"205,900.00","212,279.18",0.00,,
20-Oct-2015,"205,900.00",,8.00%,45.13,"6,424.31",,,0.00,0.00,"205,900.00","212,324.31",0.00,,
21-Oct-2015,"205,900.00",,8.00%,45.13,"6,469.44",,,0.00,0.00,"205,900.00","212,369.44",0.00,,
22-Oct-2015,"230,900.00",,8.00%,50.61,"6,520.04",,,0.00,0.00,"230,900.00","237,420.04",0.00,,
23-Oct-2015,"230,900.00",,8.00%,50.61,"6,570.65",,,0.00,0.00,"230,900.00","237,470.65",0.00,,
24-Oct-2015,"230,900.00",,8.00%,50.61,"6,621.26",,,0.00,0.00,"230,900.00","237,521.26",0.00,,
25-Oct-2015,"230,900.00",,8.00%,50.61,"6,671.87",,,0.00,0.00,"230,900.00","237,571.87",0.00,,
26-Oct-2015,"230,900.00",,8.00%,50.61,"6,722.48",,,0.00,0.00,"230,900.00","237,622.48",0.00,,
27-Oct-2015,"230,900.00",,8.00%,50.61,"6,773.08",,,0.00,0.00,"230,900.00","237,673.08",0.00,,
28-Oct-2015,"230,900.00",,8.00%,50.61,"6,823.69",,,0.00,0.00,"230,900.00","237,723.69",0.00,,
29-Oct-2015,"230,900.00",,8.00%,50.61,"6,874.30",,,0.00,0.00,"230,900.00","237,774.30",0.00,,
30-Oct-2015,"230,900.00",,8.00%,50.61,"6,924.91",,,0.00,0.00,"230,900.00","237,824.91",0.00,,
31-Oct-2015,"230,900.00",,8.00%,50.61,"6,975.52",,,0.00,0.00,"230,900.00","237,875.52",0.00,,
1-Nov-2015,"230,900.00",,8.00%,50.61,"7,026.13",,,0.00,0.00,"230,900.00","237,926.13",0.00,,
2-Nov-2015,"230,900.00",,8.00%,50.61,"7,076.73",,,0.00,0.00,"230,900.00","237,976.73",0.00,,
3-Nov-2015,"230,900.00",,8.00%,50.61,"7,127.34",,,0.00,0.00,"230,900.00","238,027.34",0.00,,
4-Nov-2015,"230,900.00",,8.00%,50.61,"7,177.95",,,0.00,0.00,"230,900.00","238,077.95",0.00,,
5-Nov-2015,"230,900.00",,8.00%,50.61,"7,228.56",,,0.00,0.00,"230,900.00","238,128.56",0.00,,
6-Nov-2015,"230,900.00",,8.00%,50.61,"7,279.17",,,0.00,0.00,"230,900.00","238,179.17",0.00,,
7-Nov-2015,"230,900.00",,8.00%,50.61,"7,329.78",,,0.00,0.00,"230,900.00","238,229.78",0.00,,
8-Nov-2015,"230,900.00",,8.00%,50.61,"7,380.38",,,0.00,0.00,"230,900.00","238,280.38",0.00,,
9-Nov-2015,"230,900.00",,8.00%,50.61,"7,430.99",,,0.00,0.00,"230,900.00","238,330.99",0.00,,
10-Nov-2015,"230,900.00",,8.00%,50.61,"7,481.60",,,0.00,0.00,"230,900.00","238,381.60",0.00,,
11-Nov-2015,"230,900.00",,8.00%,50.61,"7,532.21",,,0.00,0.00,"230,900.00","238,432.21",0.00,,
12-Nov-2015,"230,900.00",,8.00%,50.61,"7,582.82",,,0.00,0.00,"230,900.00","238,482.82",0.00,,
13-Nov-2015,"230,900.00",,8.00%,50.61,"7,633.42",,,0.00,0.00,"230,900.00","238,533.42",0.00,,
14-Nov-2015,"230,900.00",,8.00%,50.61,"7,684.03",,,0.00,0.00,"230,900.00","238,584.03",0.00,,
15-Nov-2015,"230,900.00",,8.00%,50.61,"7,734.64",,,0.00,0.00,"230,900.00","238,634.64",0.00,,
16-Nov-2015,"230,900.00",,8.00%,50.61,"7,785.25",,,0.00,0.00,"230,900.00","238,685.25",0.00,,
17-Nov-2015,"230,900.00",,8.00%,50.61,"7,835.86",,,0.00,0.00,"230,900.00","238,735.86",0.00,,
18-Nov-2015,"230,900.00",,8.00%,50.61,"7,886.47",,,0.00,0.00,"230,900.00","238,786.47",0.00,,
19-Nov-2015,"230,900.00",,8.00%,50.61,"7,937.07",,,0.00,0.00,"230,900.00","238,837.07",0.00,,
20-Nov-2015,"255,900.00",,8.00%,56.09,"7,993.16",,,0.00,0.00,"255,900.00","263,893.16",0.00,,
21-Nov-2015,"255,900.00",,8.00%,56.09,"8,049.25",,,0.00,0.00,"255,900.00","263,949.25",0.00,,
22-Nov-2015,"255,900.00",,8.00%,56.09,"8,105.34",,,0.00,0.00,"255,900.00","264,005.34",0.00,,
23-Nov-2015,"255,900.00",,8.00%,56.09,"8,161.42",,,0.00,0.00,"255,900.00","264,061.42",0.00,,
24-Nov-2015,"255,900.00",,8.00%,56.09,"8,217.51",,,0.00,0.00,"255,900.00","264,117.51",0.00,,
25-Nov-2015,"255,900.00",,8.00%,56.09,"8,273.60",,,0.00,0.00,"255,900.00","264,173.60",0.00,,
26-Nov-2015,"255,900.00",,8.00%,56.09,"8,329.69",,,0.00,0.00,"255,900.00","264,229.69",0.00,,
27-Nov-2015,"255,900.00",,8.00%,56.09,"8,385.78",,,0.00,0.00,"255,900.00","264,285.78",0.00,,
28-Nov-2015,"255,900.00",,8.00%,56.09,"8,441.86",,,0.00,0.00,"255,900.00","264,341.86",0.00,,
29-Nov-2015,"255,900.00",,8.00%,56.09,"8,497.95",,,0.00,0.00,"255,900.00","264,397.95",0.00,,
30-Nov-2015,"255,900.00",,8.00%,56.09,"8,554.04",,,0.00,0.00,"255,900.00","264,454.04",0.00,,
1-Dec-2015,"255,900.00",,8.00%,56.09,"8,610.13",,,0.00,0.00,"255,900.00","264,510.13",0.00,,
2-Dec-2015,"255,900.00",,8.00%,56.09,"8,666.21",,,0.00,0.00,"255,900.00","264,566.21",0.00,,
3-Dec-2015,"255,900.00",,8.00%,56.09,"8,722.30",,,0.00,0.00,"255,900.00","264,622.30",0.00,,
4-Dec-2015,"255,900.00",,8.00%,56.09,"8,778.39",,,0.00,0.00,"255,900.00","264,678.39",0.00,,
5-Dec-2015,"255,900.00",,8.00%,56.09,"8,834.48",,,0.00,0.00,"255,900.00","264,734.48",0.00,,
6-Dec-2015,"255,900.00",,8.00%,56.09,"8,890.56",,,0.00,0.00,"255,900.00","264,790.56",0.00,,
7-Dec-2015,"255,900.00",,8.00%,56.09,"8,946.65",,,0.00,0.00,"255,900.00","264,846.65",0.00,,
8-Dec-2015,"255,900.00",,8.00%,56.09,"9,002.74",,,0.00,0.00,"255,900.00","264,902.74",0.00,,
9-Dec-2015,"255,900.00",,8.00%,56.09,"9,058.83",,,0.00,0.00,"255,900.00","264,958.83",0.00,,
10-Dec-2015,"255,900.00",,8.00%,56.09,"9,114.92",,,0.00,0.00,"255,900.00","265,014.92",0.00,,
11-Dec-2015,"255,900.00",,8.00%,56.09,"9,171.00",,,0.00,0.00,"255,900.00","265,071.00",0.00,,
12-Dec-2015,"255,900.00",,8.00%,56.09,"9,227.09",,,0.00,0.00,"255,900.00","265,127.09",0.00,,
13-Dec-2015,"255,900.00",,8.00%,56.09,"9,283.18",,,0.00,0.00,"255,900.00","265,183.18",0.00,,
14-Dec-2015,"255,900.00",,8.00%,56.09,"9,339.27",,,0.00,0.00,"255,900.00","265,239.27",0.00,,
15-Dec-2015,"255,900.00",,8.00%,56.09,"9,395.35",,,0.00,0.00,"255,900.00","265,295.35",0.00,,
16-Dec-2015,"255,900.00",,8.00%,56.09,"9,451.44",,,0.00,0.00,"255,900.00","265,351.44",0.00,,
17-Dec-2015,"255,900.00",,8.00%,56.09,"9,507.53",,,0.00,0.00,"255,900.00","265,407.53",0.00,,
18-Dec-2015,"255,900.00",,8.00%,56.09,"9,563.62",,,0.00,0.00,"255,900.00","265,463.62",0.00,,
19-Dec-2015,"255,900.00",,8.00%,56.09,"9,619.70",,,0.00,0.00,"255,900.00","265,519.70",0.00,,
20-Dec-2015,"255,900.00",,8.00%,56.09,"9,675.79",,,0.00,0.00,"255,900.00","265,575.79",0.00,,
21-Dec-2015,"255,900.00",,8.00%,56.09,"9,731.88",,,0.00,0.00,"255,900.00","265,631.88",0.00,,
22-Dec-2015,"280,900.00",,8.00%,61.57,"9,793.45",,,0.00,0.00,"280,900.00","290,693.45",0.00,,
23-Dec-2015,"280,900.00",,8.00%,61.57,"9,855.01",,,0.00,0.00,"280,900.00","290,755.01",0.00,,
24-Dec-2015,"280,900.00",,8.00%,61.57,"9,916.58",,,0.00,0.00,"280,900.00","290,816.58",0.00,,
25-Dec-2015,"280,900.00",,8.00%,61.57,"9,978.15",,,0.00,0.00,"280,900.00","290,878.15",0.00,,
26-Dec-2015,"280,900.00",,8.00%,61.57,"10,039.72",,,0.00,0.00,"280,900.00","290,939.72",0.00,,
27-Dec-2015,"280,900.00",,8.00%,61.57,"10,101.28",,,0.00,0.00,"280,900.00","291,001.28",0.00,,
28-Dec-2015,"280,900.00",,8.00%,61.57,"10,162.85",,,0.00,0.00,"280,900.00","291,062.85",0.00,,
29-Dec-2015,"280,900.00",,8.00%,61.57,"10,224.42",,,0.00,0.00,"280,900.00","291,124.42",0.00,,
30-Dec-2015,"280,900.00",,8.00%,61.57,"10,285.98",,,0.00,0.00,"280,900.00","291,185.98",0.00,,
31-Dec-2015,"280,900.00",,8.00%,61.57,"10,347.55",,,0.00,0.00,"280,900.00","291,247.55",0.00,,
1-Jan-2016,"280,900.00",,8.00%,61.57,"10,409.12",,,0.00,0.00,"280,900.00","291,309.12",0.00,,
2-Jan-2016,"280,900.00",,8.00%,61.57,"10,470.68",,,0.00,0.00,"280,900.00","291,370.68",0.00,,
3-Jan-2016,"280,900.00",,8.00%,61.57,"10,532.25",,,0.00,0.00,"280,900.00","291,432.25",0.00,,
4-Jan-2016,"280,900.00",,8.00%,61.57,"10,593.82",,,0.00,0.00,"280,900.00","291,493.82",0.00,,
5-Jan-2016,"280,900.00",,8.00%,61.57,"10,655.39",,,0.00,0.00,"280,900.00","291,555.39",0.00,,
6-Jan-2016,"280,900.00",,8.00%,61.57,"10,716.95",,,0.00,0.00,"280,900.00","291,616.95",0.00,,
7-Jan-2016,"280,900.00",,8.00%,61.57,"10,778.52",,,0.00,0.00,"280,900.00","291,678.52",0.00,,
8-Jan-2016,"280,900.00",,8.00%,61.57,"10,840.09",,,0.00,0.00,"280,900.00","291,740.09",0.00,,
9-Jan-2016,"280,900.00",,8.00%,61.57,"10,901.65",,,0.00,0.00,"280,900.00","291,801.65",0.00,,
10-Jan-2016,"280,900.00",,8.00%,61.57,"10,963.22",,,0.00,0.00,"280,900.00","291,863.22",0.00,,
11-Jan-2016,"280,900.00",,8.00%,61.57,"11,024.79",,,0.00,0.00,"280,900.00","291,924.79",0.00,,
12-Jan-2016,"280,900.00",,8.00%,61.57,"11,086.36",,,0.00,0.00,"280,900.00","291,986.36",0.00,,
13-Jan-2016,"280,900.00",,8.00%,61.57,"11,147.92",,,0.00,0.00,"280,900.00","292,047.92",0.00,,
14-Jan-2016,"280,900.00",,8.00%,61.57,"11,209.49",,,0.00,0.00,"280,900.00","292,109.49",0.00,,
15-Jan-2016,"280,900.00",,8.00%,61.57,"11,271.06",,,0.00,0.00,"280,900.00","292,171.06",0.00,,
16-Jan-2016,"280,900.00",,8.00%,61.57,"11,332.62",,,0.00,0.00,"280,900.00","292,232.62",0.00,,
17-Jan-2016,"280,900.00",,8.00%,61.57,"11,394.19",,,0.00,0.00,"280,900.00","292,294.19",0.00,,
18-Jan-2016,"280,900.00",,8.00%,61.57,"11,455.76",,,0.00,0.00,"280,900.00","292,355.76",0.00,,
19-Jan-2016,"283,400.00",,8.00%,62.12,"11,517.87",,,0.00,0.00,"283,400.00","294,917.87",0.00,,
20-Jan-2016,"305,900.00",,8.00%,67.05,"11,584.92",,,0.00,0.00,"305,900.00","317,484.92",0.00,,
21-Jan-2016,"305,900.00",,8.00%,67.05,"11,651.97",,,0.00,0.00,"305,900.00","317,551.97",0.00,,
22-Jan-2016,"305,900.00",,8.00%,67.05,"11,719.01",,,0.00,0.00,"305,900.00","317,619.01",0.00,,
23-Jan-2016,"305,900.00",,8.00%,67.05,"11,786.06",,,0.00,0.00,"305,900.00","317,686.06",0.00,,
24-Jan-2016,"305,900.00",,8.00%,67.05,"11,853.11",,,0.00,0.00,"305,900.00","317,753.11",0.00,,
25-Jan-2016,"306,900.00",,8.00%,67.27,"11,920.37",,,0.00,0.00,"306,900.00","318,820.37",0.00,,
26-Jan-2016,"306,900.00",,8.00%,67.27,"11,987.64",,,0.00,0.00,"306,900.00","318,887.64",0.00,,
27-Jan-2016,"306,900.00",,8.00%,67.27,"12,054.90",,,0.00,0.00,"306,900.00","318,954.90",0.00,,
28-Jan-2016,"306,900.00",,8.00%,67.27,"12,122.17",,,0.00,0.00,"306,900.00","319,022.17",0.00,,
29-Jan-2016,"306,900.00",,8.00%,67.27,"12,189.44",,,0.00,0.00,"306,900.00","319,089.44",0.00,,
30-Jan-2016,"306,900.00",,8.00%,67.27,"12,256.70",,,0.00,0.00,"306,900.00","319,156.70",0.00,,
31-Jan-2016,"306,900.00",,8.00%,67.27,"12,323.97",,,0.00,0.00,"306,900.00","319,223.97",0.00,,
1-Feb-2016,"306,900.00",,8.00%,67.27,"12,391.23",,,0.00,0.00,"306,900.00","319,291.23",0.00,,
2-Feb-2016,"306,900.00",,8.00%,67.27,"12,458.50",,,0.00,0.00,"306,900.00","319,358.50",0.00,,
3-Feb-2016,"306,900.00",,8.00%,67.27,"12,525.76",,,0.00,0.00,"306,900.00","319,425.76",0.00,,
4-Feb-2016,"306,900.00",,8.00%,67.27,"12,593.03",,,0.00,0.00,"306,900.00","319,493.03",0.00,,
5-Feb-2016,"306,900.00",,8.00%,67.27,"12,660.30",,,0.00,0.00,"306,900.00","319,560.30",0.00,,
6-Feb-2016,"306,900.00",,8.00%,67.27,"12,727.56",,,0.00,0.00,"306,900.00","319,627.56",0.00,,
7-Feb-2016,"306,900.00",,8.00%,67.27,"12,794.83",,,0.00,0.00,"306,900.00","319,694.83",0.00,,
8-Feb-2016,"306,900.00",,8.00%,67.27,"12,862.09",,,0.00,0.00,"306,900.00","319,762.09",0.00,,
9-Feb-2016,"306,900.00",,8.00%,67.27,"12,929.36",,,0.00,0.00,"306,900.00","319,829.36",0.00,,
10-Feb-2016,"306,900.00",,8.00%,67.27,"12,996.62",,,0.00,0.00,"306,900.00","319,896.62",0.00,,
11-Feb-2016,"306,900.00",,8.00%,67.27,"13,063.89",,,0.00,0.00,"306,900.00","319,963.89",0.00,,
12-Feb-2016,"306,900.00",,8.00%,67.27,"13,131.16",,,0.00,0.00,"306,900.00","320,031.16",0.00,,
13-Feb-2016,"306,900.00",,8.00%,67.27,"13,198.42",,,0.00,0.00,"306,900.00","320,098.42",0.00,,
14-Feb-2016,"306,900.00",,8.00%,67.27,"13,265.69",,,0.00,0.00,"306,900.00","320,165.69",0.00,,
15-Feb-2016,"306,900.00",,8.00%,67.27,"13,332.95",,,0.00,0.00,"306,900.00","320,232.95",0.00,,
16-Feb-2016,"306,900.00",,8.00%,67.27,"13,400.22",,,0.00,0.00,"306,900.00","320,300.22",0.00,,
17-Feb-2016,"306,900.00",,8.00%,67.27,"13,467.48",,,0.00,0.00,"306,900.00","320,367.48",0.00,,
18-Feb-2016,"306,900.00",,8.00%,67.27,"13,534.75",,,0.00,0.00,"306,900.00","320,434.75",0.00,,
19-Feb-2016,"306,900.00",,8.00%,67.27,"13,602.02",,,0.00,0.00,"306,900.00","320,502.02",0.00,,
20-Feb-2016,"306,900.00",,8.00%,67.27,"13,669.28",,,0.00,0.00,"306,900.00","320,569.28",0.00,,
21-Feb-2016,"306,900.00",,8.00%,67.27,"13,736.55",,,0.00,0.00,"306,900.00","320,636.55",0.00,,
22-Feb-2016,"306,900.00",,8.00%,67.27,"13,803.81",,,0.00,0.00,"306,900.00","320,703.81",0.00,,
23-Feb-2016,"306,900.00",,8.00%,67.27,"13,871.08",,,0.00,0.00,"306,900.00","320,771.08",0.00,,
24-Feb-2016,"306,900.00",,8.00%,67.27,"13,938.35",,,0.00,0.00,"306,900.00","320,838.35",0.00,,
25-Feb-2016,"306,900.00",,8.00%,67.27,"14,005.61",,,0.00,0.00,"306,900.00","320,905.61",0.00,,
26-Feb-2016,"306,900.00",,8.00%,67.27,"14,072.88",,,0.00,0.00,"306,900.00","320,972.88",0.00,,
27-Feb-2016,"306,900.00",,8.00%,67.27,"14,140.14",,,0.00,0.00,"306,900.00","321,040.14",0.00,,
28-Feb-2016,"306,900.00",,8.00%,67.27,"14,207.41",,,0.00,0.00,"306,900.00","321,107.41",0.00,,
29-Feb-2016,"306,900.00",,8.00%,67.27,"14,274.67",,,0.00,0.00,"306,900.00","321,174.67",0.00,,
1-Mar-2016,"306,900.00",,8.00%,67.27,"14,341.94",,,0.00,0.00,"306,900.00","321,241.94",0.00,,
2-Mar-2016,"306,900.00",,8.00%,67.27,"14,409.21",,,0.00,0.00,"306,900.00","321,309.21",0.00,,
3-Mar-2016,"306,900.00",,8.00%,67.27,"14,476.47",,,0.00,0.00,"306,900.00","321,376.47",0.00,,
4-Mar-2016,"306,900.00",,8.00%,67.27,"14,543.74",,,0.00,0.00,"306,900.00","321,443.74",0.00,,
5-Mar-2016,"306,900.00",,8.00%,67.27,"14,611.00",,,0.00,0.00,"306,900.00","321,511.00",0.00,,
6-Mar-2016,"306,900.00",,8.00%,67.27,"14,678.27",,,0.00,0.00,"306,900.00","321,578.27",0.00,,
7-Mar-2016,"306,900.00",,8.00%,67.27,"14,745.53",,,0.00,0.00,"306,900.00","321,645.53",0.00,,
8-Mar-2016,"306,900.00",,8.00%,67.27,"14,812.80",,,0.00,0.00,"306,900.00","321,712.80",0.00,,
9-Mar-2016,"306,900.00",,8.00%,67.27,"14,880.07",,,0.00,0.00,"306,900.00","321,780.07",0.00,,
10-Mar-2016,"306,900.00",,8.00%,67.27,"14,947.33",,,0.00,0.00,"306,900.00","321,847.33",0.00,,
11-Mar-2016,"306,900.00",,8.00%,67.27,"15,014.60",,,0.00,0.00,"306,900.00","321,914.60",0.00,,
12-Mar-2016,"306,900.00",,8.00%,67.27,"15,081.86",,,0.00,0.00,"306,900.00","321,981.86",0.00,,
13-Mar-2016,"306,900.00",,8.00%,67.27,"15,149.13",,,0.00,0.00,"306,900.00","322,049.13",0.00,,
14-Mar-2016,"306,900.00",,8.00%,67.27,"15,216.39",,,0.00,0.00,"306,900.00","322,116.39",0.00,,
15-Mar-2016,"306,900.00",,8.00%,67.27,"15,283.66",,,0.00,0.00,"306,900.00","322,183.66",0.00,,
16-Mar-2016,"306,900.00",,8.00%,67.27,"15,350.93",,,0.00,0.00,"306,900.00","322,250.93",0.00,,
17-Mar-2016,"306,900.00",,8.00%,67.27,"15,418.19",,,0.00,0.00,"306,900.00","322,318.19",0.00,,
18-Mar-2016,"306,900.00",,8.00%,67.27,"15,485.46",,,0.00,0.00,"306,900.00","322,385.46",0.00,,
19-Mar-2016,"306,900.00",,8.00%,67.27,"15,552.72",,,0.00,0.00,"306,900.00","322,452.72",0.00,,
20-Mar-2016,"306,900.00",,8.00%,67.27,"15,619.99",,,0.00,0.00,"306,900.00","322,519.99",0.00,,
21-Mar-2016,"306,900.00",,8.00%,67.27,"15,687.25",,,0.00,0.00,"306,900.00","322,587.25",0.00,,
22-Mar-2016,"306,900.00",,8.00%,67.27,"15,754.52",,,0.00,0.00,"306,900.00","322,654.52",0.00,,
23-Mar-2016,"306,900.00",,8.00%,67.27,"15,821.79",,,0.00,0.00,"306,900.00","322,721.79",0.00,,
24-Mar-2016,"306,900.00",,8.00%,67.27,"15,889.05",,,0.00,0.00,"306,900.00","322,789.05",0.00,,
25-Mar-2016,"306,900.00",,8.00%,67.27,"15,956.32",,,0.00,0.00,"306,900.00","322,856.32",0.00,,
26-Mar-2016,"306,900.00",,8.00%,67.27,"16,023.58",,,0.00,0.00,"306,900.00","322,923.58",0.00,,
27-Mar-2016,"306,900.00",,8.00%,67.27,"16,090.85",,,0.00,0.00,"306,900.00","322,990.85",0.00,,
28-Mar-2016,"306,900.00",,8.00%,67.27,"16,158.12",,,0.00,0.00,"306,900.00","323,058.12",0.00,,
29-Mar-2016,"331,900.00",,8.00%,72.75,"16,230.86",,,0.00,0.00,"331,900.00","348,130.86",0.00,,
30-Mar-2016,"331,900.00",,8.00%,72.75,"16,303.61",,,0.00,0.00,"331,900.00","348,203.61",0.00,,
31-Mar-2016,"331,900.00",,8.00%,72.75,"16,376.35",,,0.00,0.00,"331,900.00","348,276.35",0.00,,
1-Apr-2016,"331,900.00",,8.00%,72.75,"16,449.10",,,0.00,0.00,"331,900.00","348,349.10",0.00,,
2-Apr-2016,"331,900.00",,8.00%,72.75,"16,521.84",,,0.00,0.00,"331,900.00","348,421.84",0.00,,
3-Apr-2016,"331,900.00",,8.00%,72.75,"16,594.59",,,0.00,0.00,"331,900.00","348,494.59",0.00,,
4-Apr-2016,"331,900.00",,8.00%,72.75,"16,667.33",,,0.00,0.00,"331,900.00","348,567.33",0.00,,
5-Apr-2016,"331,900.00",,8.00%,72.75,"16,740.08",,,0.00,0.00,"331,900.00","348,640.08",0.00,,
6-Apr-2016,"331,900.00",,8.00%,72.75,"16,812.82",,,0.00,0.00,"331,900.00","348,712.82",0.00,,
7-Apr-2016,"331,900.00",,8.00%,72.75,"16,885.57",,,0.00,0.00,"331,900.00","348,785.57",0.00,,
8-Apr-2016,"331,900.00",,8.00%,72.75,"16,958.31",,,0.00,0.00,"331,900.00","348,858.31",0.00,,
9-Apr-2016,"331,900.00",,8.00%,72.75,"17,031.06",,,0.00,0.00,"331,900.00","348,931.06",0.00,,
10-Apr-2016,"331,900.00",,8.00%,72.75,"17,103.80",,,0.00,0.00,"331,900.00","349,003.80",0.00,,
11-Apr-2016,"331,900.00",,8.00%,72.75,"17,176.55",,,0.00,0.00,"331,900.00","349,076.55",0.00,,
12-Apr-2016,"331,900.00",,8.00%,72.75,"17,249.29",,,0.00,0.00,"331,900.00","349,149.29",0.00,,
13-Apr-2016,"331,900.00",,8.00%,72.75,"17,322.04",,,0.00,0.00,"331,900.00","349,222.04",0.00,,
