Daily Loan Principal & Interest Calculation Spreadsheet,,,,,,,,,,,,,,
BMB_Loan_Payment_1st_Payment_07_12_17.xls,,,,,13-Nov-2025,,,,,,,,,
Beginning Balance:,,$0.00 ,,,APR:,8.00%,Daily:,0.021918%,,,,,,
Beginning day of Loan,,26-Jan-2015,,,Maturity:,60 mos =,5 years,,,,,,,
First payment date,,,,,Payment:,$0.00 ,,,,,,,,
,,,,,System digit truncation:,,8 digits,,,,,,,
"Required inputs in the table are the amounts of fees and payments, input on the days they were charged or paid.  ",,,,,,,,,,,,,,
Date,Beginning Balance,Fees Chgd,Interest Rate,Interest Accrued each Day,Cumulative Interest Accrued,Payment,Fees Paid,Interest Paid,Principal Paid,Remaining Balance,Balance + Interest Due,Total Interest Paid,,
7-May-2023,"393,900.00",,8.00%,86.33,"170,682.80",,,0.00,0.00,"393,900.00","564,582.80","68,419.18",,
8-May-2023,"393,900.00",,8.00%,86.33,"170,769.14",,,0.00,0.00,"393,900.00","564,669.14","68,419.18",,
9-May-2023,"393,900.00",,8.00%,86.33,"170,855.47",,,0.00,0.00,"393,900.00","564,755.47","68,419.18",,
10-May-2023,"393,900.00",,8.00%,86.33,"170,941.81",,,0.00,0.00,"393,900.00","564,841.81","68,419.18",,
11-May-2023,"393,900.00",,8.00%,86.33,"171,028.14",,,0.00,0.00,"393,900.00","564,928.14","68,419.18",,
12-May-2023,"393,900.00",,8.00%,86.33,"171,114.48",,,0.00,0.00,"393,900.00","565,014.47","68,419.18",,
13-May-2023,"393,900.00",,8.00%,86.33,"171,200.81",,,0.00,0.00,"393,900.00","565,100.81","68,419.18",,
14-May-2023,"393,900.00",,8.00%,86.33,"171,287.14",,,0.00,0.00,"393,900.00","565,187.14","68,419.18",,
15-May-2023,"393,900.00",,8.00%,86.33,"171,373.48",,,0.00,0.00,"393,900.00","565,273.48","68,419.18",,
16-May-2023,"393,900.00",,8.00%,86.33,"171,459.81",,,0.00,0.00,"393,900.00","565,359.81","68,419.18",,
17-May-2023,"393,900.00",,8.00%,86.33,"171,546.15",,,0.00,0.00,"393,900.00","565,446.15","68,419.18",,
18-May-2023,"393,900.00",,8.00%,86.33,"171,632.48",,,0.00,0.00,"393,900.00","565,532.48","68,419.18",,
19-May-2023,"393,900.00",,8.00%,86.33,"171,718.82",,,0.00,0.00,"393,900.00","565,618.81","68,419.18",,
20-May-2023,"393,900.00",,8.00%,86.33,"171,805.15",,,0.00,0.00,"393,900.00","565,705.15","68,419.18",,
21-May-2023,"393,900.00",,8.00%,86.33,"171,891.48",,,0.00,0.00,"393,900.00","565,791.48","68,419.18",,
22-May-2023,"393,900.00",,8.00%,86.33,"171,977.82",,,0.00,0.00,"393,900.00","565,877.82","68,419.18",,
23-May-2023,"393,900.00",,8.00%,86.33,"172,064.15",,,0.00,0.00,"393,900.00","565,964.15","68,419.18",,
24-May-2023,"393,900.00",,8.00%,86.33,"172,150.49",,,0.00,0.00,"393,900.00","566,050.48","68,419.18",,
25-May-2023,"393,900.00",,8.00%,86.33,"172,236.82",,,0.00,0.00,"393,900.00","566,136.82","68,419.18",,
26-May-2023,"393,900.00",,8.00%,86.33,"172,323.16",,,0.00,0.00,"393,900.00","566,223.15","68,419.18",,
27-May-2023,"393,900.00",,8.00%,86.33,"172,409.49",,,0.00,0.00,"393,900.00","566,309.49","68,419.18",,
28-May-2023,"393,900.00",,8.00%,86.33,"172,495.82",,,0.00,0.00,"393,900.00","566,395.82","68,419.18",,
29-May-2023,"393,900.00",,8.00%,86.33,"172,582.16",,,0.00,0.00,"393,900.00","566,482.16","68,419.18",,
30-May-2023,"393,900.00",,8.00%,86.33,"172,668.49",,,0.00,0.00,"393,900.00","566,568.49","68,419.18",,
31-May-2023,"393,900.00",,8.00%,86.33,"172,754.83",,,0.00,0.00,"393,900.00","566,654.82","68,419.18",,
1-Jun-2023,"393,900.00",,8.00%,86.33,"172,841.16",,,0.00,0.00,"393,900.00","566,741.16","68,419.18",,
2-Jun-2023,"393,900.00",,8.00%,86.33,"172,927.50",,,0.00,0.00,"393,900.00","566,827.49","68,419.18",,
3-Jun-2023,"393,900.00",,8.00%,86.33,"173,013.83",,,0.00,0.00,"393,900.00","566,913.83","68,419.18",,
4-Jun-2023,"393,900.00",,8.00%,86.33,"173,100.16",,,0.00,0.00,"393,900.00","567,000.16","68,419.18",,
5-Jun-2023,"393,900.00",,8.00%,86.33,"173,186.50",,,0.00,0.00,"393,900.00","567,086.50","68,419.18",,
6-Jun-2023,"393,900.00",,8.00%,86.33,"173,272.83",,,0.00,0.00,"393,900.00","567,172.83","68,419.18",,
7-Jun-2023,"393,900.00",,8.00%,86.33,"173,359.17",,,0.00,0.00,"393,900.00","567,259.16","68,419.18",,
8-Jun-2023,"393,900.00",,8.00%,86.33,"173,445.50",,,0.00,0.00,"393,900.00","567,345.50","68,419.18",,
9-Jun-2023,"393,900.00",,8.00%,86.33,"173,531.83",,,0.00,0.00,"393,900.00","567,431.83","68,419.18",,
10-Jun-2023,"393,900.00",,8.00%,86.33,"173,618.17",,,0.00,0.00,"393,900.00","567,518.17","68,419.18",,
11-Jun-2023,"393,900.00",,8.00%,86.33,"173,704.50",,,0.00,0.00,"393,900.00","567,604.50","68,419.18",,
12-Jun-2023,"393,900.00",,8.00%,86.33,"173,790.84",,,0.00,0.00,"393,900.00","567,690.84","68,419.18",,
13-Jun-2023,"393,900.00",,8.00%,86.33,"173,877.17",,,0.00,0.00,"393,900.00","567,777.17","68,419.18",,
14-Jun-2023,"393,900.00",,8.00%,86.33,"173,963.51",,,0.00,0.00,"393,900.00","567,863.50","68,419.18",,
15-Jun-2023,"393,900.00",,8.00%,86.33,"174,049.84",,,0.00,0.00,"393,900.00","567,949.84","68,419.18",,
16-Jun-2023,"393,900.00",,8.00%,86.33,"174,136.17",,,0.00,0.00,"393,900.00","568,036.17","68,419.18",,
17-Jun-2023,"393,900.00",,8.00%,86.33,"174,222.51",,,0.00,0.00,"393,900.00","568,122.51","68,419.18",,
18-Jun-2023,"393,900.00",,8.00%,86.33,"174,308.84",,,0.00,0.00,"393,900.00","568,208.84","68,419.18",,
19-Jun-2023,"393,900.00",,8.00%,86.33,"174,395.18",,,0.00,0.00,"393,900.00","568,295.18","68,419.18",,
20-Jun-2023,"393,900.00",,8.00%,86.33,"174,481.51",,,0.00,0.00,"393,900.00","568,381.51","68,419.18",,
21-Jun-2023,"393,900.00",,8.00%,86.33,"174,567.85",,,0.00,0.00,"393,900.00","568,467.84","68,419.18",,
22-Jun-2023,"393,900.00",,8.00%,86.33,"174,654.18",,,0.00,0.00,"393,900.00","568,554.18","68,419.18",,
23-Jun-2023,"393,900.00",,8.00%,86.33,"174,740.51",,,0.00,0.00,"393,900.00","568,640.51","68,419.18",,
24-Jun-2023,"393,900.00",,8.00%,86.33,"174,826.85",,,0.00,0.00,"393,900.00","568,726.85","68,419.18",,
25-Jun-2023,"393,900.00",,8.00%,86.33,"174,913.18",,,0.00,0.00,"393,900.00","568,813.18","68,419.18",,
26-Jun-2023,"393,900.00",,8.00%,86.33,"174,999.52",,,0.00,0.00,"393,900.00","568,899.52","68,419.18",,
27-Jun-2023,"393,900.00",,8.00%,86.33,"175,085.85",,,0.00,0.00,"393,900.00","568,985.85","68,419.18",,
28-Jun-2023,"393,900.00",,8.00%,86.33,"175,172.19",,,0.00,0.00,"393,900.00","569,072.18","68,419.18",,
29-Jun-2023,"393,900.00",,8.00%,86.33,"175,258.52",,,0.00,0.00,"393,900.00","569,158.52","68,419.18",,
30-Jun-2023,"393,900.00",,8.00%,86.33,"175,344.85",,,0.00,0.00,"393,900.00","569,244.85","68,419.18",,
1-Jul-2023,"393,900.00",,8.00%,86.33,"175,431.19",,,0.00,0.00,"393,900.00","569,331.19","68,419.18",,
2-Jul-2023,"393,900.00",,8.00%,86.33,"175,517.52",,,0.00,0.00,"393,900.00","569,417.52","68,419.18",,
3-Jul-2023,"393,900.00",,8.00%,86.33,"175,603.86",,,0.00,0.00,"393,900.00","569,503.85","68,419.18",,
4-Jul-2023,"393,900.00",,8.00%,86.33,"175,690.19",,,0.00,0.00,"393,900.00","569,590.19","68,419.18",,
5-Jul-2023,"393,900.00",,8.00%,86.33,"175,776.53",,,0.00,0.00,"393,900.00","569,676.52","68,419.18",,
6-Jul-2023,"393,900.00",,8.00%,86.33,"175,862.86",,,0.00,0.00,"393,900.00","569,762.86","68,419.18",,
7-Jul-2023,"393,900.00",,8.00%,86.33,"175,949.19",,,0.00,0.00,"393,900.00","569,849.19","68,419.18",,
8-Jul-2023,"393,900.00",,8.00%,86.33,"176,035.53",,,0.00,0.00,"393,900.00","569,935.53","68,419.18",,
9-Jul-2023,"393,900.00",,8.00%,86.33,"176,121.86",,,0.00,0.00,"393,900.00","570,021.86","68,419.18",,
10-Jul-2023,"393,900.00",,8.00%,86.33,"176,208.20",,,0.00,0.00,"393,900.00","570,108.19","68,419.18",,
11-Jul-2023,"393,900.00",,8.00%,86.33,"176,294.53",,,0.00,0.00,"393,900.00","570,194.53","68,419.18",,
12-Jul-2023,"393,900.00",,8.00%,86.33,"176,380.86",,,0.00,0.00,"393,900.00","570,280.86","68,419.18",,
13-Jul-2023,"393,900.00",,8.00%,86.33,"176,467.20",,,0.00,0.00,"393,900.00","570,367.20","68,419.18",,
14-Jul-2023,"393,900.00",,8.00%,86.33,"176,553.53",,,0.00,0.00,"393,900.00","570,453.53","68,419.18",,
15-Jul-2023,"393,900.00",,8.00%,86.33,"176,639.87",,,0.00,0.00,"393,900.00","570,539.87","68,419.18",,
16-Jul-2023,"393,900.00",,8.00%,86.33,"176,726.20",,,0.00,0.00,"393,900.00","570,626.20","68,419.18",,
17-Jul-2023,"393,900.00",,8.00%,86.33,"176,812.54",,,0.00,0.00,"393,900.00","570,712.53","68,419.18",,
18-Jul-2023,"393,900.00",,8.00%,86.33,"176,898.87",,,0.00,0.00,"393,900.00","570,798.87","68,419.18",,
19-Jul-2023,"393,900.00",,8.00%,86.33,"176,985.20",,,0.00,0.00,"393,900.00","570,885.20","68,419.18",,
20-Jul-2023,"393,900.00",,8.00%,86.33,"177,071.54",,,0.00,0.00,"393,900.00","570,971.54","68,419.18",,
21-Jul-2023,"393,900.00",,8.00%,86.33,"177,157.87",,,0.00,0.00,"393,900.00","571,057.87","68,419.18",,
22-Jul-2023,"393,900.00",,8.00%,86.33,"177,244.21",,,0.00,0.00,"393,900.00","571,144.21","68,419.18",,
23-Jul-2023,"393,900.00",,8.00%,86.33,"177,330.54",,,0.00,0.00,"393,900.00","571,230.54","68,419.18",,
24-Jul-2023,"393,900.00",,8.00%,86.33,"177,416.88",,,0.00,0.00,"393,900.00","571,316.87","68,419.18",,
25-Jul-2023,"393,900.00",,8.00%,86.33,"177,503.21",,,0.00,0.00,"393,900.00","571,403.21","68,419.18",,
26-Jul-2023,"393,900.00",,8.00%,86.33,"177,589.54",,,0.00,0.00,"393,900.00","571,489.54","68,419.18",,
27-Jul-2023,"393,900.00",,8.00%,86.33,"177,675.88",,,0.00,0.00,"393,900.00","571,575.88","68,419.18",,
28-Jul-2023,"393,900.00",,8.00%,86.33,"177,762.21",,,0.00,0.00,"393,900.00","571,662.21","68,419.18",,
29-Jul-2023,"393,900.00",,8.00%,86.33,"177,848.55",,,0.00,0.00,"393,900.00","571,748.55","68,419.18",,
30-Jul-2023,"393,900.00",,8.00%,86.33,"177,934.88",,,0.00,0.00,"393,900.00","571,834.88","68,419.18",,
31-Jul-2023,"393,900.00",,8.00%,86.33,"178,021.22",,,0.00,0.00,"393,900.00","571,921.21","68,419.18",,
1-Aug-2023,"393,900.00",,8.00%,86.33,"178,107.55",,,0.00,0.00,"393,900.00","572,007.55","68,419.18",,
2-Aug-2023,"393,900.00",,8.00%,86.33,"178,193.88",,,0.00,0.00,"393,900.00","572,093.88","68,419.18",,
3-Aug-2023,"393,900.00",,8.00%,86.33,"178,280.22",,,0.00,0.00,"393,900.00","572,180.22","68,419.18",,
4-Aug-2023,"393,900.00",,8.00%,86.33,"178,366.55",,,0.00,0.00,"393,900.00","572,266.55","68,419.18",,
5-Aug-2023,"393,900.00",,8.00%,86.33,"178,452.89",,,0.00,0.00,"393,900.00","572,352.88","68,419.18",,
6-Aug-2023,"393,900.00",,8.00%,86.33,"178,539.22",,,0.00,0.00,"393,900.00","572,439.22","68,419.18",,
7-Aug-2023,"393,900.00",,8.00%,86.33,"178,625.56",,,0.00,0.00,"393,900.00","572,525.55","68,419.18",,
8-Aug-2023,"393,900.00",,8.00%,86.33,"178,711.89",,,0.00,0.00,"393,900.00","572,611.89","68,419.18",,
9-Aug-2023,"393,900.00",,8.00%,86.33,"178,798.22",,,0.00,0.00,"393,900.00","572,698.22","68,419.18",,
10-Aug-2023,"393,900.00",,8.00%,86.33,"178,884.56",,,0.00,0.00,"393,900.00","572,784.56","68,419.18",,
11-Aug-2023,"393,900.00",,8.00%,86.33,"178,970.89",,,0.00,0.00,"393,900.00","572,870.89","68,419.18",,
12-Aug-2023,"393,900.00",,8.00%,86.33,"179,057.23",,,0.00,0.00,"393,900.00","572,957.22","68,419.18",,
13-Aug-2023,"393,900.00",,8.00%,86.33,"179,143.56",,,0.00,0.00,"393,900.00","573,043.56","68,419.18",,
14-Aug-2023,"393,900.00",,8.00%,86.33,"179,229.90",,,0.00,0.00,"393,900.00","573,129.89","68,419.18",,
15-Aug-2023,"393,900.00",,8.00%,86.33,"179,316.23",,,0.00,0.00,"393,900.00","573,216.23","68,419.18",,
16-Aug-2023,"393,900.00",,8.00%,86.33,"179,402.56",,,0.00,0.00,"393,900.00","573,302.56","68,419.18",,
17-Aug-2023,"393,900.00",,8.00%,86.33,"179,488.90",,,0.00,0.00,"393,900.00","573,388.90","68,419.18",,
18-Aug-2023,"393,900.00",,8.00%,86.33,"179,575.23",,,0.00,0.00,"393,900.00","573,475.23","68,419.18",,
19-Aug-2023,"393,900.00",,8.00%,86.33,"179,661.57",,,0.00,0.00,"393,900.00","573,561.56","68,419.18",,
20-Aug-2023,"393,900.00",,8.00%,86.33,"179,747.90",,,0.00,0.00,"393,900.00","573,647.90","68,419.18",,
21-Aug-2023,"393,900.00",,8.00%,86.33,"179,834.23",,,0.00,0.00,"393,900.00","573,734.23","68,419.18",,
22-Aug-2023,"393,900.00",,8.00%,86.33,"179,920.57",,,0.00,0.00,"393,900.00","573,820.57","68,419.18",,
23-Aug-2023,"393,900.00",,8.00%,86.33,"180,006.90",,,0.00,0.00,"393,900.00","573,906.90","68,419.18",,
24-Aug-2023,"393,900.00",,8.00%,86.33,"180,093.24",,,0.00,0.00,"393,900.00","573,993.24","68,419.18",,
25-Aug-2023,"393,900.00",,8.00%,86.33,"180,179.57",,,0.00,0.00,"393,900.00","574,079.57","68,419.18",,
26-Aug-2023,"393,900.00",,8.00%,86.33,"180,265.91",,,0.00,0.00,"393,900.00","574,165.90","68,419.18",,
27-Aug-2023,"393,900.00",,8.00%,86.33,"180,352.24",,,0.00,0.00,"393,900.00","574,252.24","68,419.18",,
28-Aug-2023,"393,900.00",,8.00%,86.33,"180,438.57",,,0.00,0.00,"393,900.00","574,338.57","68,419.18",,
29-Aug-2023,"393,900.00",,8.00%,86.33,"180,524.91",,,0.00,0.00,"393,900.00","574,424.91","68,419.18",,
30-Aug-2023,"393,900.00",,8.00%,86.33,"180,611.24",,,0.00,0.00,"393,900.00","574,511.24","68,419.18",,
31-Aug-2023,"393,900.00",,8.00%,86.33,"180,697.58",,,0.00,0.00,"393,900.00","574,597.58","68,419.18",,
1-Sep-2023,"393,900.00",,8.00%,86.33,"180,783.91",,,0.00,0.00,"393,900.00","574,683.91","68,419.18",,
2-Sep-2023,"393,900.00",,8.00%,86.33,"180,870.25",,,0.00,0.00,"393,900.00","574,770.24","68,419.18",,
3-Sep-2023,"393,900.00",,8.00%,86.33,"180,956.58",,,0.00,0.00,"393,900.00","574,856.58","68,419.18",,
4-Sep-2023,"393,900.00",,8.00%,86.33,"181,042.91",,,0.00,0.00,"393,900.00","574,942.91","68,419.18",,
5-Sep-2023,"393,900.00",,8.00%,86.33,"181,129.25",,,0.00,0.00,"393,900.00","575,029.25","68,419.18",,
6-Sep-2023,"393,900.00",,8.00%,86.33,"181,215.58",,,0.00,0.00,"393,900.00","575,115.58","68,419.18",,
7-Sep-2023,"393,900.00",,8.00%,86.33,"181,301.92",,,0.00,0.00,"393,900.00","575,201.92","68,419.18",,
8-Sep-2023,"393,900.00",,8.00%,86.33,"181,388.25",,,0.00,0.00,"393,900.00","575,288.25","68,419.18",,
9-Sep-2023,"393,900.00",,8.00%,86.33,"181,474.59",,,0.00,0.00,"393,900.00","575,374.58","68,419.18",,
10-Sep-2023,"393,900.00",,8.00%,86.33,"181,560.92",,,0.00,0.00,"393,900.00","575,460.92","68,419.18",,
11-Sep-2023,"393,900.00",,8.00%,86.33,"181,647.25",,,0.00,0.00,"393,900.00","575,547.25","68,419.18",,
12-Sep-2023,"393,900.00",,8.00%,86.33,"181,733.59",,,0.00,0.00,"393,900.00","575,633.59","68,419.18",,
13-Sep-2023,"393,900.00",,8.00%,86.33,"181,819.92",,,0.00,0.00,"393,900.00","575,719.92","68,419.18",,
14-Sep-2023,"393,900.00",,8.00%,86.33,"181,906.26",,,0.00,0.00,"393,900.00","575,806.25","68,419.18",,
15-Sep-2023,"393,900.00",,8.00%,86.33,"181,992.59",,,0.00,0.00,"393,900.00","575,892.59","68,419.18",,
16-Sep-2023,"393,900.00",,8.00%,86.33,"182,078.93",,,0.00,0.00,"393,900.00","575,978.92","68,419.18",,
17-Sep-2023,"393,900.00",,8.00%,86.33,"182,165.26",,,0.00,0.00,"393,900.00","576,065.26","68,419.18",,
18-Sep-2023,"393,900.00",,8.00%,86.33,"182,251.59",,,0.00,0.00,"393,900.00","576,151.59","68,419.18",,
19-Sep-2023,"393,900.00",,8.00%,86.33,"182,337.93",,,0.00,0.00,"393,900.00","576,237.93","68,419.18",,
20-Sep-2023,"393,900.00",,8.00%,86.33,"182,424.26",,,0.00,0.00,"393,900.00","576,324.26","68,419.18",,
21-Sep-2023,"393,900.00",,8.00%,86.33,"182,510.60",,,0.00,0.00,"393,900.00","576,410.59","68,419.18",,
22-Sep-2023,"393,900.00",,8.00%,86.33,"182,596.93",,,0.00,0.00,"393,900.00","576,496.93","68,419.18",,
23-Sep-2023,"393,900.00",,8.00%,86.33,"182,683.26",,,0.00,0.00,"393,900.00","576,583.26","68,419.18",,
24-Sep-2023,"393,900.00",,8.00%,86.33,"182,769.60",,,0.00,0.00,"393,900.00","576,669.60","68,419.18",,
25-Sep-2023,"393,900.00",,8.00%,86.33,"182,855.93",,,0.00,0.00,"393,900.00","576,755.93","68,419.18",,
26-Sep-2023,"393,900.00",,8.00%,86.33,"182,942.27",,,0.00,0.00,"393,900.00","576,842.27","68,419.18",,
27-Sep-2023,"393,900.00",,8.00%,86.33,"183,028.60",,,0.00,0.00,"393,900.00","576,928.60","68,419.18",,
28-Sep-2023,"393,900.00",,8.00%,86.33,"183,114.94",,,0.00,0.00,"393,900.00","577,014.93","68,419.18",,
29-Sep-2023,"393,900.00",,8.00%,86.33,"183,201.27",,,0.00,0.00,"393,900.00","577,101.27","68,419.18",,
30-Sep-2023,"393,900.00",,8.00%,86.33,"183,287.60",,,0.00,0.00,"393,900.00","577,187.60","68,419.18",,
1-Oct-2023,"393,900.00",,8.00%,86.33,"183,373.94",,,0.00,0.00,"393,900.00","577,273.94","68,419.18",,
2-Oct-2023,"393,900.00",,8.00%,86.33,"183,460.27",,,0.00,0.00,"393,900.00","577,360.27","68,419.18",,
3-Oct-2023,"393,900.00",,8.00%,86.33,"183,546.61",,,0.00,0.00,"393,900.00","577,446.61","68,419.18",,
4-Oct-2023,"393,900.00",,8.00%,86.33,"183,632.94",,,0.00,0.00,"393,900.00","577,532.94","68,419.18",,
5-Oct-2023,"393,900.00",,8.00%,86.33,"183,719.28",,,0.00,0.00,"393,900.00","577,619.27","68,419.18",,
6-Oct-2023,"393,900.00",,8.00%,86.33,"183,805.61",,,0.00,0.00,"393,900.00","577,705.61","68,419.18",,
7-Oct-2023,"393,900.00",,8.00%,86.33,"183,891.94",,,0.00,0.00,"393,900.00","577,791.94","68,419.18",,
8-Oct-2023,"393,900.00",,8.00%,86.33,"183,978.28",,,0.00,0.00,"393,900.00","577,878.28","68,419.18",,
9-Oct-2023,"393,900.00",,8.00%,86.33,"184,064.61",,,0.00,0.00,"393,900.00","577,964.61","68,419.18",,
10-Oct-2023,"393,900.00",,8.00%,86.33,"184,150.95",,,0.00,0.00,"393,900.00","578,050.95","68,419.18",,
11-Oct-2023,"393,900.00",,8.00%,86.33,"184,237.28",,,0.00,0.00,"393,900.00","578,137.28","68,419.18",,
12-Oct-2023,"393,900.00",,8.00%,86.33,"184,323.62",,,0.00,0.00,"393,900.00","578,223.61","68,419.18",,
13-Oct-2023,"393,900.00",,8.00%,86.33,"184,409.95",,,0.00,0.00,"393,900.00","578,309.95","68,419.18",,
14-Oct-2023,"393,900.00",,8.00%,86.33,"184,496.28",,,0.00,0.00,"393,900.00","578,396.28","68,419.18",,
15-Oct-2023,"393,900.00",,8.00%,86.33,"184,582.62",,,0.00,0.00,"393,900.00","578,482.62","68,419.18",,
16-Oct-2023,"393,900.00",,8.00%,86.33,"184,668.95",,,0.00,0.00,"393,900.00","578,568.95","68,419.18",,
17-Oct-2023,"393,900.00",,8.00%,86.33,"184,755.29",,,0.00,0.00,"393,900.00","578,655.28","68,419.18",,
18-Oct-2023,"393,900.00",,8.00%,86.33,"184,841.62",,,0.00,0.00,"393,900.00","578,741.62","68,419.18",,
19-Oct-2023,"393,900.00",,8.00%,86.33,"184,927.96",,,0.00,0.00,"393,900.00","578,827.95","68,419.18",,
20-Oct-2023,"393,900.00",,8.00%,86.33,"185,014.29",,,0.00,0.00,"393,900.00","578,914.29","68,419.18",,
21-Oct-2023,"393,900.00",,8.00%,86.33,"185,100.62",,,0.00,0.00,"393,900.00","579,000.62","68,419.18",,
22-Oct-2023,"393,900.00",,8.00%,86.33,"185,186.96",,,0.00,0.00,"393,900.00","579,086.96","68,419.18",,
23-Oct-2023,"393,900.00",,8.00%,86.33,"185,273.29",,,0.00,0.00,"393,900.00","579,173.29","68,419.18",,
24-Oct-2023,"393,900.00",,8.00%,86.33,"185,359.63",,,0.00,0.00,"393,900.00","579,259.62","68,419.18",,
25-Oct-2023,"393,900.00",,8.00%,86.33,"185,445.96",,,0.00,0.00,"393,900.00","579,345.96","68,419.18",,
26-Oct-2023,"393,900.00",,8.00%,86.33,"185,532.29",,,0.00,0.00,"393,900.00","579,432.29","68,419.18",,
27-Oct-2023,"393,900.00",,8.00%,86.33,"185,618.63",,,0.00,0.00,"393,900.00","579,518.63","68,419.18",,
28-Oct-2023,"393,900.00",,8.00%,86.33,"185,704.96",,,0.00,0.00,"393,900.00","579,604.96","68,419.18",,
29-Oct-2023,"393,900.00",,8.00%,86.33,"185,791.30",,,0.00,0.00,"393,900.00","579,691.30","68,419.18",,
30-Oct-2023,"393,900.00",,8.00%,86.33,"185,877.63",,,0.00,0.00,"393,900.00","579,777.63","68,419.18",,
31-Oct-2023,"393,900.00",,8.00%,86.33,"185,963.97",,,0.00,0.00,"393,900.00","579,863.96","68,419.18",,
1-Nov-2023,"393,900.00",,8.00%,86.33,"186,050.30",,,0.00,0.00,"393,900.00","579,950.30","68,419.18",,
2-Nov-2023,"393,900.00",,8.00%,86.33,"186,136.63",,,0.00,0.00,"393,900.00","580,036.63","68,419.18",,
3-Nov-2023,"393,900.00",,8.00%,86.33,"186,222.97",,,0.00,0.00,"393,900.00","580,122.97","68,419.18",,
4-Nov-2023,"393,900.00",,8.00%,86.33,"186,309.30",,,0.00,0.00,"393,900.00","580,209.30","68,419.18",,
5-Nov-2023,"393,900.00",,8.00%,86.33,"186,395.64",,,0.00,0.00,"393,900.00","580,295.64","68,419.18",,
6-Nov-2023,"393,900.00",,8.00%,86.33,"186,481.97",,,0.00,0.00,"393,900.00","580,381.97","68,419.18",,
7-Nov-2023,"393,900.00",,8.00%,86.33,"186,568.31",,,0.00,0.00,"393,900.00","580,468.30","68,419.18",,
8-Nov-2023,"393,900.00",,8.00%,86.33,"186,654.64",,,0.00,0.00,"393,900.00","580,554.64","68,419.18",,
9-Nov-2023,"393,900.00",,8.00%,86.33,"186,740.97",,,0.00,0.00,"393,900.00","580,640.97","68,419.18",,
10-Nov-2023,"393,900.00",,8.00%,86.33,"186,827.31",,,0.00,0.00,"393,900.00","580,727.31","68,419.18",,
11-Nov-2023,"393,900.00",,8.00%,86.33,"186,913.64",,,0.00,0.00,"393,900.00","580,813.64","68,419.18",,
12-Nov-2023,"393,900.00",,8.00%,86.33,"186,999.98",,,0.00,0.00,"393,900.00","580,899.98","68,419.18",,
13-Nov-2023,"393,900.00",,8.00%,86.33,"187,086.31",,,0.00,0.00,"393,900.00","580,986.31","68,419.18",,
14-Nov-2023,"393,900.00",,8.00%,86.33,"187,172.65",,,0.00,0.00,"393,900.00","581,072.64","68,419.18",,
15-Nov-2023,"393,900.00",,8.00%,86.33,"187,258.98",,,0.00,0.00,"393,900.00","581,158.98","68,419.18",,
16-Nov-2023,"393,900.00",,8.00%,86.33,"187,345.31",,,0.00,0.00,"393,900.00","581,245.31","68,419.18",,
17-Nov-2023,"393,900.00",,8.00%,86.33,"187,431.65",,,0.00,0.00,"393,900.00","581,331.65","68,419.18",,
18-Nov-2023,"393,900.00",,8.00%,86.33,"187,517.98",,,0.00,0.00,"393,900.00","581,417.98","68,419.18",,
19-Nov-2023,"393,900.00",,8.00%,86.33,"187,604.32",,,0.00,0.00,"393,900.00","581,504.31","68,419.18",,
20-Nov-2023,"393,900.00",,8.00%,86.33,"187,690.65",,,0.00,0.00,"393,900.00","581,590.65","68,419.18",,
21-Nov-2023,"393,900.00",,8.00%,86.33,"187,776.99",,,0.00,0.00,"393,900.00","581,676.98","68,419.18",,
22-Nov-2023,"393,900.00",,8.00%,86.33,"187,863.32",,,0.00,0.00,"393,900.00","581,763.32","68,419.18",,
23-Nov-2023,"393,900.00",,8.00%,86.33,"187,949.65",,,0.00,0.00,"393,900.00","581,849.65","68,419.18",,
24-Nov-2023,"393,900.00",,8.00%,86.33,"188,035.99",,,0.00,0.00,"393,900.00","581,935.99","68,419.18",,
25-Nov-2023,"393,900.00",,8.00%,86.33,"188,122.32",,,0.00,0.00,"393,900.00","582,022.32","68,419.18",,
26-Nov-2023,"393,900.00",,8.00%,86.33,"188,208.66",,,0.00,0.00,"393,900.00","582,108.65","68,419.18",,
27-Nov-2023,"393,900.00",,8.00%,86.33,"188,294.99",,,0.00,0.00,"393,900.00","582,194.99","68,419.18",,
28-Nov-2023,"393,900.00",,8.00%,86.33,"188,381.33",,,0.00,0.00,"393,900.00","582,281.32","68,419.18",,
29-Nov-2023,"393,900.00",,8.00%,86.33,"188,467.66",,,0.00,0.00,"393,900.00","582,367.66","68,419.18",,
30-Nov-2023,"393,900.00",,8.00%,86.33,"188,553.99",,,0.00,0.00,"393,900.00","582,453.99","68,419.18",,
1-Dec-2023,"393,900.00",,8.00%,86.33,"188,640.33",,,0.00,0.00,"393,900.00","582,540.33","68,419.18",,
2-Dec-2023,"393,900.00",,8.00%,86.33,"188,726.66",,,0.00,0.00,"393,900.00","582,626.66","68,419.18",,
3-Dec-2023,"393,900.00",,8.00%,86.33,"188,813.00",,,0.00,0.00,"393,900.00","582,712.99","68,419.18",,
4-Dec-2023,"393,900.00",,8.00%,86.33,"188,899.33",,,0.00,0.00,"393,900.00","582,799.33","68,419.18",,
5-Dec-2023,"393,900.00",,8.00%,86.33,"188,985.66",,,0.00,0.00,"393,900.00","582,885.66","68,419.18",,
